,City,Country,Latitude,Longtitude,Max Temp,Humidity,Cloudiness,Wind Speed,Date
358,Palauig,PH,15.435,119.9045,81.68,68,54,2.66,1613009199
359,São José dos Pinhais,BR,-25.5347,-49.2064,64.0,94,75,4.61,1613009199
360,Salinópolis,BR,-0.6136,-47.3561,78.6,87,99,9.78,1613009199
361,Gogrial,SS,8.5332,28.1004,70.21,23,100,5.64,1613009101
362,Tunceli,TR,39.1083,39.5471,33.8,100,20,6.91,1613009199
363,Imeni Poliny Osipenko,RU,52.4201,136.4853,5.68,91,59,5.91,1613009199
364,Aitape,PG,-3.1374,142.3475,80.67,79,100,2.04,1613009199
365,Kathmandu,NP,27.7167,85.3167,46.4,93,40,2.39,1613009199
366,Tari,NG,12.4086,4.4914,71.91,20,3,8.55,1613009199
367,Manzanillo,CU,20.3433,-77.1167,74.7,73,22,10.94,1613009199
368,Kansanshi,ZM,-12.0951,26.4273,63.25,98,100,5.1,1613009199
369,Wyszków,PL,52.5928,21.4584,15.01,68,100,5.01,1613009200
370,Khovd,MN,48.0056,91.6419,10.81,55,23,4.59,1613009043
371,Areosa,PT,41.7178,-8.8571,57.99,94,75,13.8,1613009200
372,Agirish,RU,61.9247,63.0231,-23.84,85,0,4.47,1613009200
373,Olinda,BR,-8.0089,-34.8553,80.6,69,40,10.36,1613008956
374,Stornoway,GB,58.2093,-6.3865,33.8,55,0,11.5,1613009200
375,Akdepe,TM,42.0551,59.3788,26.6,80,0,4.61,1613009200
376,Baruun-Urt,MN,46.6806,113.2792,26.76,92,92,22.57,1613009200
377,Nicolás Bravo,MX,18.45,-88.9167,78.8,78,40,21.85,1613009200
378,Ayan,RU,56.45,138.1667,18.41,95,100,12.03,1613009003
379,Gazojak,TM,41.1875,61.4036,32.72,94,2,9.53,1613009200
380,Boyolangu,ID,-8.1181,111.8935,82.26,72,83,3.22,1613009200
381,Sasebo,JP,33.1592,129.7228,55.99,71,0,2.3,1613009009
382,Kyzyl-Suu,KG,42.3414,78.0056,32.49,87,100,7.14,1613009200
383,Carutapera,BR,-1.195,-46.02,78.57,83,100,6.15,1613009201
384,Bowen,AU,-20.0167,148.2333,84.2,70,75,11.5,1613009201
385,Vila do Maio,CV,15.1333,-23.2167,68.0,73,20,13.8,1613009201
386,Necochea,AR,-38.5473,-58.7368,62.01,92,0,4.0,1613009201
387,Muros,ES,42.7762,-9.0603,57.99,95,100,10.0,1613009201
388,Isangel,VU,-19.55,169.2667,87.8,66,40,5.75,1613009201
389,Almuñécar,ES,36.7339,-3.6907,55.99,89,39,10.29,1613009201
390,Koutsouras,GR,35.0339,25.9469,59.72,70,0,13.04,1613009201
391,Glubokiy,RU,48.5217,40.3258,39.22,96,100,9.28,1613009201
392,Kenora,CA,49.8167,-94.4337,-16.01,76,40,5.75,1613009127
393,Santa Lucía,ES,27.9117,-15.5407,61.0,77,20,4.61,1613009201
394,Culebra,PR,18.303,-65.301,78.8,65,1,11.5,1613009201
395,Elban,RU,50.1018,136.5094,4.17,90,77,4.25,1613009201
396,Redcar,GB,54.6166,-1.06,28.99,79,44,8.79,1613008980
397,Okhotsk,RU,59.3833,143.3,24.13,93,100,12.68,1613009201
398,Alvand,IR,36.3187,49.1678,37.8,68,0,3.83,1613009201
399,Mora,CM,11.0461,14.1401,58.91,34,46,4.05,1613009201
400,Ulaanbaatar,MN,47.9077,106.8832,12.2,79,75,13.42,1613009108
401,Funadhoo,MV,6.15,73.2667,81.19,64,63,6.2,1613009202
402,São João da Barra,BR,-21.6403,-41.0511,75.13,88,99,3.78,1613009009
403,Palmer,US,42.1584,-72.3287,16.0,62,75,4.61,1613009202
404,Kaduqli,SD,11.0167,29.7167,67.68,25,2,5.53,1613009202
405,Kirkwall,GB,58.9848,-2.9587,28.4,86,50,8.05,1613009202
406,Solwezi,ZM,-12.1688,26.3894,63.77,98,100,4.74,1613009202
407,Vila Franca do Campo,PT,37.7167,-25.4333,59.0,77,40,19.57,1613009202
408,Kropotkin,RU,45.4375,40.5756,46.0,79,28,11.03,1613009202
409,Fukuechō,JP,32.6881,128.8419,53.6,62,0,8.05,1613009202
410,Plouzané,FR,48.3833,-4.6167,30.2,69,0,16.11,1613009202
411,Rawson,AR,-43.3002,-65.1023,70.25,54,0,32.82,1613009202
412,Kurumkan,RU,54.3,110.3,9.97,85,100,1.99,1613009202
413,Araouane,ML,18.9048,-3.5265,68.11,18,2,10.29,1613009202
414,Brae,GB,60.3964,-1.353,34.52,83,45,10.92,1613009080
415,Tutóia,BR,-2.7619,-42.2744,80.33,83,100,10.85,1613009203
416,Oistins,BB,13.0667,-59.5333,78.8,61,40,21.85,1613009203
417,Bagn,NO,60.8225,9.5521,1.99,88,0,4.34,1613009203
418,Rovaniemi,FI,66.5,25.7167,-2.2,84,0,6.91,1613009203
419,Mehamn,NO,71.0357,27.8492,20.91,87,100,1.52,1613008997
420,Bubaque,GW,11.2833,-15.8333,77.49,65,60,11.05,1613009203
421,Qaţanā,SY,33.4354,36.0815,59.0,67,20,5.75,1613009203
422,Baracoa,CU,20.3467,-74.4958,74.89,82,22,10.09,1613009203
423,Charleston,US,32.7766,-79.9309,55.0,94,90,5.75,1613009203
424,Jiaocheng,CN,24.6774,116.1389,60.06,79,92,2.62,1613009203
425,Taksimo,RU,56.3444,114.8794,7.09,86,21,4.03,1613009203
426,Sitka,US,57.0531,-135.33,30.2,24,20,8.37,1613009203
427,Andújar,ES,38.0392,-4.0508,59.0,100,100,9.26,1613009204
428,Sørland,NO,67.667,12.6934,32.81,84,99,9.8,1613008954
429,Itarema,BR,-2.9248,-39.9167,79.52,83,67,10.78,1613009204
430,North Bend,US,43.4065,-124.2243,48.0,81,1,6.91,1613009204
431,Nantucket,US,41.2835,-70.0995,26.01,79,1,14.43,1613008952
432,Kodinsk,RU,58.6881,99.1844,-5.78,90,100,2.59,1613009102
433,Praia da Vitória,PT,38.7333,-27.0667,55.4,76,20,27.78,1613009204
434,Saint Anthony,US,45.0205,-93.218,1.4,55,1,12.66,1613009204
435,Pozo Colorado,PY,-23.4923,-58.7972,68.97,89,41,3.27,1613009204
436,Sabzawār,IR,36.2126,57.6819,51.01,45,91,5.55,1613009204
437,Porto Velho,BR,-8.7619,-63.9039,75.2,94,40,3.87,1613009204
438,Kumul,CN,42.8,93.45,30.33,79,38,8.77,1613009204
439,Sakakah,SA,29.9697,40.2064,50.0,76,0,5.75,1613009204
440,Vorukh,TJ,39.8494,70.5838,36.48,73,18,7.85,1613009204
441,Buala,SB,-8.145,159.5921,82.62,79,100,11.97,1613009204
442,Teya,RU,60.3778,92.6267,-18.09,84,98,4.99,1613009204
443,Ekibastuz,KZ,51.6667,75.3667,-14.91,85,100,1.88,1613009205
444,Nabire,ID,-3.3667,135.4833,86.05,64,100,2.91,1613009205
445,Wukari,NG,7.85,9.7833,73.72,19,28,4.52,1613009205
446,Bhadrāchalam,IN,17.6667,80.8833,65.55,83,3,1.9,1613009205
447,Winneba,GH,5.3511,-0.6231,82.4,89,40,13.8,1613009205
448,Porto Seguro,BR,-16.4497,-39.0647,77.0,78,0,4.61,1613009205
449,Catuday,PH,16.2923,119.8062,80.04,75,24,7.92,1613009205
450,Solnechnyy,RU,50.7214,136.6319,10.44,87,14,2.62,1613009010
451,Hermagor,AT,46.6272,13.3672,39.0,98,85,4.18,1613009205
452,Øksfjord,NO,70.2396,22.3479,26.6,86,75,3.44,1613009205
453,Tall Kayf,TR,37.0833,41.0667,51.19,61,0,4.85,1613009205
454,Quatre Cocos,MU,-20.2078,57.7625,79.0,78,40,13.8,1613009205
455,Luanda,AO,-8.8368,13.2343,78.8,83,20,3.44,1613009205
456,Saldanha,ZA,-33.0117,17.9442,64.4,82,0,3.44,1613009205
457,Buşayrā,JO,30.7376,35.6078,47.1,61,0,1.77,1613009205
458,Turaif,SA,31.6725,38.6637,44.6,87,0,4.61,1613009206
459,Chase,CA,50.8165,-119.6857,10.4,48,94,17.27,1613009206
460,Forsytheganj,BY,52.6333,29.7333,6.46,95,100,4.76,1613009206
461,Paralímni,CY,35.0375,33.9833,55.99,93,0,3.44,1613009206
462,Nara,JP,34.6851,135.8049,54.0,57,20,2.3,1613008920
463,Cascais,PT,38.6979,-9.4215,57.99,95,100,8.99,1613009206
464,Khor,RU,47.8861,134.9464,8.35,93,64,5.61,1613009206
465,Maragogi,BR,-9.0122,-35.2225,78.28,84,7,10.45,1613008910
466,Fort Nelson,CA,58.8053,-122.7002,-5.8,65,90,10.36,1613009206
467,Kautokeino,NO,69.0125,23.0412,9.82,90,100,4.79,1613009206
468,Coahuayana Viejo,MX,18.7333,-103.6833,69.8,88,20,1.05,1613009206
469,Khomeyn,IR,33.6423,50.0789,43.59,51,100,3.42,1613009206
470,Kondagaon,IN,19.6,81.6667,60.48,33,26,1.07,1613009207
471,Gizo Government Station,SB,-8.103,156.8419,84.96,71,96,8.95,1613009207
472,Sinnamary,GF,5.3833,-52.95,77.4,83,81,13.49,1613009207
473,Kamina,CD,-8.7386,24.9906,63.41,96,100,3.18,1613009207
474,Canmore,CA,51.0834,-115.3521,-13.0,64,100,6.91,1613009207
475,Ladário,BR,-19.0047,-57.6017,72.07,94,100,3.18,1613009207
476,Trelew,AR,-43.249,-65.3051,71.91,48,0,30.49,1613009207
477,Wanning,CN,18.8003,110.3967,66.54,74,3,11.07,1613009207
478,Nishihara,JP,26.1842,127.7558,66.2,59,90,33.38,1613009207
479,Ulladulla,AU,-35.35,150.4667,79.0,53,20,9.22,1613009207
480,Moerai,PF,-22.4333,-151.3333,81.48,61,17,4.88,1613009207
481,Chifeng,CN,42.2683,118.9636,33.49,87,100,6.51,1613009207
482,Rome,US,43.2128,-75.4557,17.01,73,1,3.44,1613009207
483,Virginia Beach,US,36.8529,-75.978,43.0,70,90,11.5,1613008962
484,San Ignacio,BZ,17.1561,-89.0714,75.2,73,0,6.91,1613008951
485,Gari,RU,59.4307,62.3497,-20.72,86,30,3.06,1613009208
486,Oranjestad,AW,12.524,-70.027,77.0,83,20,18.41,1613009138
487,Khasan,RU,42.4308,130.6434,29.21,95,0,3.24,1613009208
488,Leh,IN,34.1667,77.5833,6.8,69,0,2.17,1613009208
489,Lapeer,US,43.0514,-83.3188,17.6,62,90,3.98,1613009208
490,Narón,ES,43.5167,-8.1528,55.0,100,40,8.05,1613009208
491,Río Gallegos,AR,-51.6226,-69.2181,60.8,77,0,28.77,1613009208
492,Egvekinot,RU,66.3167,-179.1667,-24.36,83,2,12.3,1613009208
493,Halifax,CA,44.6453,-63.5724,19.4,73,32,9.22,1613009125
494,Berlevåg,NO,70.8578,29.0864,22.44,87,100,8.99,1613009208
495,Eagle Pass,US,28.7091,-100.4995,68.0,64,40,18.41,1613009208
496,Nioki,CD,-2.7167,17.6833,73.18,84,100,2.28,1613009208
497,Sarab,IR,38.6066,44.9883,40.28,66,73,2.08,1613009209
498,Bhanjanagar,IN,19.9333,84.5833,66.72,48,0,2.35,1613009209
499,Kungurtug,RU,50.5994,97.5228,2.89,88,100,1.45,1613009209
500,Lata,PT,40.1629,-8.3327,57.99,96,100,5.01,1613009209
501,Kanniyākumāri,IN,8.0833,77.5667,73.33,72,100,17.63,1613009209
502,Hay River,CA,60.8156,-115.7999,-16.6,76,13,5.75,1613009209
503,Winslow,US,35.0242,-110.6974,48.99,31,20,4.61,1613009057
504,Sisimiut,GL,66.9395,-53.6735,13.3,92,59,8.01,1613009209
505,Kaeo,NZ,-35.1,173.7833,73.0,72,98,5.99,1613009209
506,Rossland,CA,49.0831,-117.8022,6.01,70,61,1.99,1613009209
507,Yekaterinovka,RU,52.0508,44.3451,10.33,96,100,13.58,1613009209
508,Nieuw Amsterdam,SR,5.8833,-55.0833,78.01,84,11,1.99,1613009209
509,Moranbah,AU,-22.0016,148.0466,81.77,58,98,10.98,1613009209
510,Cockburn Town,TC,21.4612,-71.1419,77.0,73,40,6.91,1613009209
511,Uyuni,BO,-20.4597,-66.825,52.39,43,70,11.32,1613009209
512,Buta,CD,2.7858,24.73,67.44,50,99,1.57,1613008989
513,Yangambi,CD,0.8102,24.4336,71.06,57,100,2.04,1613009210
514,Tabou,CI,4.423,-7.3528,78.21,89,14,5.97,1613009210
515,Dingle,PH,10.9995,122.6711,83.05,74,4,3.76,1613009210
516,Lida,BY,53.8833,25.2997,6.01,95,100,6.42,1613009210
517,Smithers,CA,54.7804,-127.1743,-0.4,50,1,3.44,1613009018
518,Rocha,UY,-34.4833,-54.3333,66.88,93,97,7.96,1613009210
519,Saint-Leu,RE,-21.15,55.2833,75.99,62,35,1.32,1613009210
520,Stephenville,US,32.2207,-98.2023,28.99,100,90,10.36,1613009210
521,Bud,US,39.447,-86.1758,19.0,86,100,10.96,1613009210
522,Deep River,CA,46.1001,-77.4995,12.99,67,90,2.3,1613009194
523,Pangai,TO,-19.8,-174.35,77.0,100,75,4.61,1613009210
524,Ellsworth,US,44.5434,-68.4195,19.99,53,1,8.05,1613009210
525,Winnemucca,US,40.973,-117.7357,41.0,56,1,5.75,1613009210
526,Ust'-Omchug,RU,61.15,149.6333,6.22,89,100,6.93,1613009210
527,Caledon,ZA,-34.23,19.4265,69.01,85,5,5.01,1613009210
528,Beidao,CN,34.5686,105.8933,39.0,36,43,3.0,1613009211
529,Cururupu,BR,-1.8283,-44.8683,77.4,86,98,3.76,1613008952
530,Krasnozerskoye,RU,53.9828,79.2374,-30.46,85,1,5.46,1613009211
531,Kerema,PG,-7.9631,145.7785,85.95,60,100,7.61,1613009211
532,Vilyuysk,RU,63.7553,121.6247,-17.97,87,0,3.6,1613009211
533,Paamiut,GL,61.994,-49.6678,20.08,82,0,6.87,1613009017
534,Sibu,MY,2.3,111.8167,78.8,94,40,3.38,1613009211
535,Newport,GB,51.5877,-2.9984,28.99,85,49,12.24,1613008960
536,Mēga,ET,4.05,38.3,58.14,50,87,6.13,1613009211
537,Noumea,NC,-22.2763,166.4572,80.6,61,90,5.75,1613008916
538,Port Hedland,AU,-20.3167,118.5667,87.8,70,75,12.66,1613009211
539,Tessalit,ML,20.1986,1.0114,65.79,20,1,9.53,1613009211
540,Pelym,RU,61.0108,61.9978,-23.22,83,0,2.64,1613009211
541,Yumen,CN,40.2833,97.2,32.99,74,32,10.56,1613009211
542,Vao,NC,-22.6667,167.4833,76.55,82,33,13.96,1613009169
543,Lahad Datu,MY,5.0268,118.327,81.73,83,9,4.34,1613009212
544,Payson,US,40.0444,-111.7321,44.01,70,40,4.61,1613009212
545,Mayumba,GA,-3.432,10.6554,77.32,90,84,3.71,1613009212
546,Alcains,PT,39.9164,-7.4566,55.0,94,100,4.0,1613009212
547,Tarabuco,BO,-19.1667,-64.9167,44.98,100,100,4.32,1613009212
